,Event Name,No. of Processors,No. of Layers,Min. Split,Min. Clients,NN Flops [TFLOPs],NN Memory [GB],Fraction Aggregator,Fraction Server / Edge,Fraction Clients,Avg. Processor Power [GFLOP/s],Avg. Processor Full Residual [GB],Avg. Processor Portion,Avg. Link Bandwidth [GB/s],Avg. Input Data Size [GB],Avg. Intermediate Results Size [GB],Avg. Weights Data Size [GB],PL Outcome,PL Best Path,PL Train Time [s],PL Runtime [s],FL Outcome,FL Aggregator,FL Clients,FL Train Time [s],FL Runtime [s],SL Outcome,SL Server,SL Clients,SL Train Time [s],SL Runtime [s],PSL Outcome,PSL Server,PSL Clients,PSL Train Time [s],PSL Runtime [s],FSL Outcome,FSL Agg Server,FSL Edge Servers,FSL Clients,FSL Train Time [s],FSL Runtime [s],Best Architecture,Best Train Time [s]
Event 36,event_36,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,29.048898085795592,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[18, 23, 23, 18, 20, 20, 20]",0.3167881430194801,1.2500300407409668,Success,processor_27,"['processor_23', 'processor_25', 'processor_18']",0.10704948765640007,0.6049313545227051,Success,processor_23,"['processor_25', 'processor_18', 'processor_20']",0.3053843254022611,0.07139444351196289,Success,processor_23,"['processor_25', 'processor_18', 'processor_20']",0.2153088401245059,0.06846928596496582,Success,processor_1,"['processor_0', 'processor_3', 'processor_5']","['processor_6', 'processor_4', 'processor_2']",0.1163325614739865,0.0020563602447509766,FL,0.10704948765640007
Event 37,event_37,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,17.812765881165603,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[4, 4, 4, 18, 19, 19, 19]",0.3024634225216425,0.9400351047515869,Success,processor_40,"['processor_4', 'processor_18', 'processor_19']",0.10188043309882482,0.6724305152893066,Success,processor_4,"['processor_18', 'processor_19', 'processor_14']",0.3009789719250247,0.05615687370300293,Success,processor_4,"['processor_18', 'processor_19', 'processor_14']",0.2128761876789838,0.05318570137023926,Success,processor_3,"['processor_4', 'processor_2', 'processor_6']","['processor_5', 'processor_1', 'processor_0']",0.12650957482192798,0.0013036727905273438,FL,0.10188043309882482
Event 38,event_38,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,21.216285726677015,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[12, 12, 12, 22, 9, 9, 9]",0.36682434677819653,0.8436374664306641,Success,processor_46,"['processor_12', 'processor_5', 'processor_7']",0.1329408224185927,0.6848254203796387,Success,processor_12,"['processor_5', 'processor_7', 'processor_22']",0.3326077831153361,0.0668175220489502,Success,processor_12,"['processor_5', 'processor_7', 'processor_22']",0.22781083029976612,0.06640076637268066,Success,processor_1,"['processor_5', 'processor_4', 'processor_6']","['processor_3', 'processor_2', 'processor_0']",0.10971035483259518,0.0014879703521728516,FSL,0.10971035483259518
Event 39,event_39,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.67020450144655,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 17, 17, 9, 5, 5, 5]",0.30656017119311196,0.7384324073791504,Success,processor_48,"['processor_17', 'processor_9', 'processor_5']",0.1036572368085424,0.6838912963867188,Success,processor_17,"['processor_9', 'processor_5', 'processor_21']",0.3038252198453229,0.06850409507751465,Success,processor_17,"['processor_9', 'processor_5', 'processor_21']",0.2146495828443673,0.06734037399291992,Success,processor_4,"['processor_5', 'processor_1', 'processor_0']","['processor_6', 'processor_3', 'processor_2']",0.11232292771200411,0.0016264915466308594,FL,0.1036572368085424
Event 40,event_40,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,16.737850685753134,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[18, 19, 19, 18, 4, 4, 4]",0.30288200112476193,0.7857255935668945,Success,processor_43,"['processor_19', 'processor_18', 'processor_4']",0.10310653998736148,0.862837553024292,Success,processor_19,"['processor_18', 'processor_4', 'processor_16']",0.29871635144834824,0.06919980049133301,Success,processor_19,"['processor_18', 'processor_4', 'processor_16']",0.21076998046238696,0.06710600852966309,Success,processor_0,"['processor_4', 'processor_6', 'processor_1']","['processor_2', 'processor_5', 'processor_3']",0.1087991836600023,0.0014557838439941406,FL,0.10310653998736148
Event 41,event_41,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,25.17304878712588,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 1, 1, 6, 10, 10, 10]",0.31568773274304085,0.9029355049133301,Success,processor_26,"['processor_1', 'processor_25', 'processor_6']",0.10583027024331584,0.6387529373168945,Success,processor_1,"['processor_25', 'processor_6', 'processor_10']",0.30528682931188816,0.06618332862854004,Success,processor_1,"['processor_25', 'processor_6', 'processor_10']",0.2147909338311175,0.06436324119567871,Success,processor_2,"['processor_1', 'processor_5', 'processor_0']","['processor_6', 'processor_4', 'processor_3']",0.10322182603252052,0.0016257762908935547,FSL,0.10322182603252052
Event 42,event_42,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,15.361197152525149,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[14, 16, 16, 14, 12, 12, 12]",0.3235846822736743,0.9299125671386719,Success,processor_49,"['processor_16', 'processor_14', 'processor_12']",0.11539059082634964,0.603111982345581,Success,processor_16,"['processor_14', 'processor_12', 'processor_24']",0.31401698594070054,0.0710000991821289,Success,processor_16,"['processor_14', 'processor_12', 'processor_24']",0.22059336446581848,0.0680685043334961,Success,processor_0,"['processor_5', 'processor_3', 'processor_6']","['processor_1', 'processor_4', 'processor_2']",0.15002885421373097,0.0015492439270019531,FL,0.11539059082634964
Event 43,event_43,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,25.018398639061413,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[10, 10, 10, 16, 12, 12, 12]",0.3072982252518177,0.9655470848083496,Success,processor_29,"['processor_10', 'processor_8', 'processor_16']",0.10521765518485547,0.6443936824798584,Success,processor_10,"['processor_8', 'processor_16', 'processor_12']",0.30041356670621383,0.05531048774719238,Success,processor_10,"['processor_8', 'processor_16', 'processor_12']",0.21101949864700578,0.05407094955444336,Success,processor_1,"['processor_6', 'processor_4', 'processor_2']","['processor_0', 'processor_3', 'processor_5']",0.11677814476280367,0.001331329345703125,FL,0.10521765518485547
Event 44,event_44,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,29.649446537894306,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[15, 20, 20, 15, 1, 1, 1]",0.30728238570053923,0.8547980785369873,Success,processor_45,"['processor_20', 'processor_15', 'processor_1']",0.10439946808148699,0.6737043857574463,Success,processor_20,"['processor_15', 'processor_1', 'processor_13']",0.30177594557956455,0.06891870498657227,Success,processor_20,"['processor_15', 'processor_1', 'processor_13']",0.2125014571453477,0.06746244430541992,Success,processor_5,"['processor_1', 'processor_3', 'processor_6']","['processor_0', 'processor_4', 'processor_2']",0.12735039407939874,0.001932382583618164,FL,0.10439946808148699
Event 45,event_45,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,19.31460320415495,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[7, 7, 7, 17, 20, 20, 20]",0.2994352104612985,0.9512760639190674,Success,processor_26,"['processor_7', 'processor_17', 'processor_20']",0.10084609666379689,0.6744523048400879,Success,processor_7,"['processor_17', 'processor_20', 'processor_14']",0.29767883183822746,0.06965088844299316,Success,processor_7,"['processor_17', 'processor_20', 'processor_14']",0.2102482355626095,0.06728053092956543,Success,processor_3,"['processor_1', 'processor_2', 'processor_4']","['processor_5', 'processor_6', 'processor_0']",0.12315698517895549,0.001565694808959961,FL,0.10084609666379689
Event 46,event_46,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,21.68728556134323,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 11, 11, 16, 7, 7, 7]",0.30231035758994257,0.7836883068084717,Success,processor_27,"['processor_11', 'processor_16', 'processor_7']",0.10169396515847114,0.670001745223999,Success,processor_11,"['processor_16', 'processor_7', 'processor_22']",0.30177493136013067,0.06719088554382324,Success,processor_11,"['processor_16', 'processor_7', 'processor_22']",0.2134604568500764,0.0669858455657959,Success,processor_6,"['processor_5', 'processor_3', 'processor_1']","['processor_2', 'processor_0', 'processor_4']",0.12275474780449319,0.0017631053924560547,FL,0.10169396515847114
Event 47,event_47,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,20.085178149594107,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[16, 16, 16, 18, 21, 21, 21]",0.3009384843799944,1.0017204284667969,Success,processor_33,"['processor_16', 'processor_18', 'processor_21']",0.10068282581214641,0.6718623638153076,Success,processor_16,"['processor_18', 'processor_21', 'processor_4']",0.3009389872032725,0.06906366348266602,Success,processor_16,"['processor_18', 'processor_21', 'processor_4']",0.21312944009529194,0.06580448150634766,Success,processor_3,"['processor_4', 'processor_2', 'processor_1']","['processor_5', 'processor_0', 'processor_6']",0.14500822872034044,0.0014693737030029297,FL,0.10068282581214641
Event 48,event_48,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,21.912301206880922,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[7, 7, 7, 16, 3, 3, 3]",0.30117482764872827,0.7998387813568115,Success,processor_29,"['processor_7', 'processor_16', 'processor_3']",0.10267419356513269,0.6086349487304688,Success,processor_7,"['processor_16', 'processor_3', 'processor_23']",0.2974959079241589,0.06816649436950684,Success,processor_7,"['processor_16', 'processor_3', 'processor_23']",0.20981735728589346,0.06595849990844727,Success,processor_1,"['processor_3', 'processor_2', 'processor_0']","['processor_4', 'processor_6', 'processor_5']",0.11212424711899117,0.0015974044799804688,FL,0.10267419356513269
Event 49,event_49,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.311439605842104,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[22, 22, 22, 23, 1, 1, 1]",0.32663642681036553,0.786323070526123,Success,processor_51,"['processor_22', 'processor_23', 'processor_25']",0.11101998289524656,0.6532063484191895,Success,processor_22,"['processor_23', 'processor_25', 'processor_1']",0.315714769359627,0.0589900016784668,Success,processor_22,"['processor_23', 'processor_25', 'processor_1']",0.22241434950749991,0.05317401885986328,Success,processor_5,"['processor_1', 'processor_0', 'processor_2']","['processor_3', 'processor_4', 'processor_6']",0.11075010889166366,0.0012981891632080078,FSL,0.11075010889166366
Event 50,event_50,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,24.15914239461803,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[2, 5, 5, 2, 3, 3, 3]",0.3020670502932095,0.8496787548065186,Success,processor_27,"['processor_5', 'processor_2', 'processor_3']",0.1020954882919415,0.6760170459747314,Success,processor_5,"['processor_2', 'processor_3', 'processor_8']",0.29983472340740086,0.06787514686584473,Success,processor_5,"['processor_2', 'processor_3', 'processor_8']",0.2118259456310234,0.06729578971862793,Success,processor_1,"['processor_5', 'processor_3', 'processor_0']","['processor_2', 'processor_4', 'processor_6']",0.10742847125463914,0.0014393329620361328,FL,0.1020954882919415
Event 51,event_51,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,32.20272316617705,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 0, 0, 16, 13, 13, 13]",0.31847191411702286,0.8416991233825684,Success,processor_39,"['processor_0', 'processor_16', 'processor_13']",0.10690074728921248,0.6673555374145508,Success,processor_0,"['processor_16', 'processor_13', 'processor_14']",0.31856889452034387,0.06866121292114258,Success,processor_0,"['processor_16', 'processor_13', 'processor_14']",0.22565916246777484,0.06673574447631836,Success,processor_5,"['processor_0', 'processor_6', 'processor_2']","['processor_1', 'processor_3', 'processor_4']",0.12143491601639758,0.0013954639434814453,FL,0.10690074728921248
Event 52,event_52,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,16.805567075084163,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[3, 20, 20, 3, 8, 8, 8]",0.3034223332484805,1.0990746021270752,Success,processor_42,"['processor_20', 'processor_3', 'processor_8']",0.10193727812105995,0.6788370609283447,Success,processor_20,"['processor_3', 'processor_8', 'processor_16']",0.300390190512314,0.06894445419311523,Success,processor_20,"['processor_3', 'processor_8', 'processor_16']",0.21206714209531755,0.06765151023864746,Success,processor_4,"['processor_3', 'processor_2', 'processor_5']","['processor_6', 'processor_1', 'processor_0']",0.13594841668674126,0.0015273094177246094,FL,0.10193727812105995
Event 53,event_53,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,30.70743502805147,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[7, 7, 7, 14, 0, 0, 0]",0.31502620162025313,0.698068380355835,Success,processor_31,"['processor_7', 'processor_14', 'processor_0']",0.11080253264337588,0.650808572769165,Success,processor_7,"['processor_14', 'processor_0', 'processor_23']",0.3069511490152704,0.06709837913513184,Success,processor_7,"['processor_14', 'processor_0', 'processor_23']",0.21592444494579954,0.06757831573486328,Success,processor_4,"['processor_0', 'processor_3', 'processor_2']","['processor_6', 'processor_1', 'processor_5']",0.11709370979092595,0.002331972122192383,FL,0.11080253264337588
Event 54,event_54,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,33.24299170994421,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[16, 16, 16, 23, 0, 0, 0]",0.30417612151686624,0.7139790058135986,Success,processor_41,"['processor_16', 'processor_23', 'processor_0']",0.10235472118397826,0.6265528202056885,Success,processor_16,"['processor_23', 'processor_0', 'processor_17']",0.3030038150146938,0.06642270088195801,Success,processor_16,"['processor_23', 'processor_0', 'processor_17']",0.21423485118019173,0.0665273666381836,Success,processor_1,"['processor_0', 'processor_6', 'processor_2']","['processor_5', 'processor_3', 'processor_4']",0.10184436411389422,0.0014815330505371094,FSL,0.10184436411389422
Event 55,event_55,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,22.943842376765257,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[2, 2, 2, 8, 10, 10, 10]",0.3088458099820644,0.861412525177002,Success,processor_50,"['processor_2', 'processor_8', 'processor_10']",0.10586449617193526,0.6717648506164551,Success,processor_2,"['processor_8', 'processor_10', 'processor_9']",0.3045775551343835,0.06652259826660156,Success,processor_2,"['processor_8', 'processor_10', 'processor_9']",0.21487701906665224,0.05827522277832031,Success,processor_3,"['processor_2', 'processor_1', 'processor_0']","['processor_5', 'processor_4', 'processor_6']",0.10942574105732553,0.0014464855194091797,FL,0.10586449617193526
Event 56,event_56,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.602968071385526,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 24, 24, 9, 4, 4, 4]",0.30901497504452263,1.0399179458618164,Success,processor_49,"['processor_25', 'processor_24', 'processor_9']",0.10289492114241995,0.68141770362854,Success,processor_25,"['processor_24', 'processor_9', 'processor_4']",0.30369471206024623,0.07189631462097168,Success,processor_25,"['processor_24', 'processor_9', 'processor_4']",0.21458958828997182,0.06643342971801758,Success,processor_3,"['processor_4', 'processor_2', 'processor_1']","['processor_5', 'processor_6', 'processor_0']",0.09918312917254934,0.002032041549682617,FSL,0.09918312917254934
Event 57,event_57,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,16.084892047130996,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 15, 15, 11, 2, 2, 2]",0.3412289799856062,0.737191915512085,Success,processor_45,"['processor_15', 'processor_11', 'processor_2']",0.12118256469831436,0.6799590587615967,Success,processor_15,"['processor_11', 'processor_2', 'processor_12']",0.32507235823726127,0.06890463829040527,Success,processor_15,"['processor_11', 'processor_2', 'processor_12']",0.22691153942513617,0.06658315658569336,Success,processor_0,"['processor_2', 'processor_6', 'processor_1']","['processor_3', 'processor_5', 'processor_4']",0.1433479100025828,0.0014841556549072266,FL,0.12118256469831436
Event 58,event_58,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,32.875101419219234,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 20, 20, 0, 11, 11, 11]",0.3097192157715541,1.2173829078674316,Success,processor_28,"['processor_20', 'processor_0', 'processor_11']",0.1050696084807446,0.6755008697509766,Success,processor_20,"['processor_0', 'processor_11', 'processor_21']",0.30599575113617133,0.07074952125549316,Success,processor_20,"['processor_0', 'processor_11', 'processor_21']",0.21582639238860174,0.06639528274536133,Success,processor_3,"['processor_0', 'processor_4', 'processor_2']","['processor_6', 'processor_1', 'processor_5']",0.1086008224091269,0.0016942024230957031,FL,0.1050696084807446
Event 59,event_59,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,29.963751077882662,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 15, 15, 1, 21, 21, 21]",0.31046488127900024,0.8156261444091797,Success,processor_41,"['processor_15', 'processor_1', 'processor_21']",0.10525092648865016,0.6767408847808838,Success,processor_15,"['processor_1', 'processor_21', 'processor_7']",0.3060258689600022,0.0688011646270752,Success,processor_15,"['processor_1', 'processor_21', 'processor_7']",0.21585323221952507,0.06787991523742676,Success,processor_3,"['processor_1', 'processor_4', 'processor_6']","['processor_0', 'processor_2', 'processor_5']",0.11911700462056651,0.0014066696166992188,FL,0.10525092648865016
Event 60,event_60,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,21.023826956242065,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[9, 18, 18, 9, 22, 22, 22]",0.3058981988743322,0.8967766761779785,Success,processor_29,"['processor_18', 'processor_9', 'processor_22']",0.10352544969071918,0.6436042785644531,Success,processor_18,"['processor_9', 'processor_22', 'processor_2']",0.30029182807602756,0.07194352149963379,Success,processor_18,"['processor_9', 'processor_22', 'processor_2']",0.2114372792642837,0.06749963760375977,Success,processor_3,"['processor_2', 'processor_6', 'processor_5']","['processor_1', 'processor_4', 'processor_0']",0.1133247383773968,0.0014023780822753906,FL,0.10352544969071918
Event 61,event_61,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,20.105239299123234,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[11, 11, 11, 14, 23, 23, 23]",0.3105514484485563,1.1567497253417969,Success,processor_41,"['processor_11', 'processor_14', 'processor_23']",0.10420961476222526,0.6349682807922363,Success,processor_11,"['processor_14', 'processor_23', 'processor_19']",0.3100827942315662,0.06991195678710938,Success,processor_11,"['processor_14', 'processor_23', 'processor_19']",0.21956603784304105,0.06788921356201172,Success,processor_3,"['processor_1', 'processor_4', 'processor_5']","['processor_6', 'processor_2', 'processor_0']",0.1132017644225645,0.001420736312866211,FL,0.10420961476222526
Event 62,event_62,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,19.5807876932237,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 1, 1, 23, 18, 18, 18]",0.30485643237507876,1.1608445644378662,Success,processor_32,"['processor_1', 'processor_23', 'processor_18']",0.10590021651648526,0.6334362030029297,Success,processor_1,"['processor_23', 'processor_18', 'processor_21']",0.2987459452064792,0.07008743286132812,Success,processor_1,"['processor_23', 'processor_18', 'processor_21']",0.2104187139479764,0.06582045555114746,Success,processor_0,"['processor_1', 'processor_5', 'processor_6']","['processor_3', 'processor_2', 'processor_4']",0.08938380086432758,0.0014240741729736328,FSL,0.08938380086432758
Event 63,event_63,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,33.19691980687902,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[0, 16, 16, 0, 17, 17, 17]",0.3084221415950065,0.7462968826293945,Success,processor_32,"['processor_16', 'processor_0', 'processor_17']",0.10515974562367736,0.6612527370452881,Success,processor_16,"['processor_0', 'processor_17', 'processor_3']",0.30253899955762414,0.05830049514770508,Success,processor_16,"['processor_0', 'processor_17', 'processor_3']",0.21308279326654386,0.0576479434967041,Success,processor_6,"['processor_0', 'processor_2', 'processor_4']","['processor_3', 'processor_5', 'processor_1']",0.1163121743553624,0.00138092041015625,FL,0.10515974562367736
Event 64,event_64,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,27.999736353651517,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 1, 1, 7, 23, 23, 23]",0.3006653943894102,1.019768476486206,Success,processor_47,"['processor_1', 'processor_7', 'processor_23']",0.10161738080932399,0.6784465312957764,Success,processor_1,"['processor_7', 'processor_23', 'processor_22']",0.2983011936708253,0.0662081241607666,Success,processor_1,"['processor_7', 'processor_23', 'processor_22']",0.21048534441267377,0.06015133857727051,Success,processor_5,"['processor_1', 'processor_3', 'processor_2']","['processor_0', 'processor_4', 'processor_6']",0.10890772198087113,0.0014972686767578125,FL,0.10161738080932399
Event 65,event_65,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,27.255932432718453,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[5, 24, 24, 5, 1, 1, 1]",0.3043031019818182,1.0942375659942627,Success,processor_41,"['processor_24', 'processor_5', 'processor_1']",0.10321840379313016,0.6720068454742432,Success,processor_24,"['processor_5', 'processor_1', 'processor_20']",0.30447043327263607,0.07037711143493652,Success,processor_24,"['processor_5', 'processor_1', 'processor_20']",0.21562374233811107,0.06818580627441406,Success,processor_3,"['processor_5', 'processor_4', 'processor_6']","['processor_1', 'processor_0', 'processor_2']",0.10457320280768027,0.001491546630859375,FL,0.10321840379313016
Event 66,event_66,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,23.139886254286814,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[7, 18, 18, 7, 19, 19, 19]",0.33033829484791283,0.8553905487060547,Success,processor_33,"['processor_18', 'processor_7', 'processor_19']",0.11421988679341973,0.6753191947937012,Success,processor_18,"['processor_7', 'processor_19', 'processor_8']",0.31834306404870744,0.06912446022033691,Success,processor_18,"['processor_7', 'processor_19', 'processor_8']",0.22276383985806414,0.06696081161499023,Success,processor_5,"['processor_4', 'processor_0', 'processor_6']","['processor_3', 'processor_2', 'processor_1']",0.12722751733419363,0.001729726791381836,FL,0.11421988679341973
Event 67,event_67,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,17.418931155654725,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[23, 23, 23, 24, 19, 19, 19]",0.32446538962958904,1.2984237670898438,Success,processor_48,"['processor_23', 'processor_21', 'processor_24']",0.11122338413016873,0.6781222820281982,Success,processor_23,"['processor_21', 'processor_24', 'processor_19']",0.31345452307990734,0.07339191436767578,Success,processor_23,"['processor_21', 'processor_24', 'processor_19']",0.21927531819424956,0.0683143138885498,Success,processor_0,"['processor_2', 'processor_5', 'processor_4']","['processor_6', 'processor_3', 'processor_1']",0.12286703939642539,0.0016374588012695312,FL,0.11122338413016873
Event 68,event_68,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,26.946078263820535,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[2, 15, 15, 2, 3, 3, 3]",0.3214660541233728,0.9752206802368164,Success,processor_32,"['processor_15', 'processor_2', 'processor_25']",0.10856059896671089,0.679253339767456,Success,processor_15,"['processor_2', 'processor_25', 'processor_3']",0.3112434845177652,0.06667017936706543,Success,processor_15,"['processor_2', 'processor_25', 'processor_3']",0.21904667704153885,0.0668330192565918,Success,processor_6,"['processor_2', 'processor_4', 'processor_5']","['processor_3', 'processor_0', 'processor_1']",0.11317082907218348,0.0013489723205566406,FL,0.10856059896671089
Event 69,event_69,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,25.3774141993349,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[7, 11, 11, 7, 14, 14, 14]",0.31303982704494426,0.7853240966796875,Success,processor_45,"['processor_11', 'processor_7', 'processor_14']",0.10631894089135722,0.6778607368469238,Success,processor_11,"['processor_7', 'processor_14', 'processor_4']",0.3073801605834796,0.06839489936828613,Success,processor_11,"['processor_7', 'processor_14', 'processor_4']",0.21621894487792154,0.06975054740905762,Success,processor_2,"['processor_4', 'processor_5', 'processor_1']","['processor_3', 'processor_0', 'processor_6']",0.09961160058175342,0.0022079944610595703,FSL,0.09961160058175342
Event 70,event_70,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,30.578411474231388,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[5, 5, 5, 23, 24, 24, 24]",0.3032654134259471,0.8786122798919678,Success,processor_34,"['processor_5', 'processor_23', 'processor_24']",0.10339238438856409,0.6443445682525635,Success,processor_5,"['processor_23', 'processor_24', 'processor_1']",0.2991378654107369,0.07571792602539062,Success,processor_5,"['processor_23', 'processor_24', 'processor_1']",0.21054077581662947,0.0686032772064209,Success,processor_4,"['processor_5', 'processor_2', 'processor_6']","['processor_1', 'processor_0', 'processor_3']",0.0967212929279599,0.0018939971923828125,FSL,0.0967212929279599
Event 71,event_71,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,29.20971286514726,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[2, 9, 9, 2, 1, 1, 1]",0.3037336641085523,0.9227771759033203,Success,processor_41,"['processor_9', 'processor_2', 'processor_1']",0.1029570407106966,0.6620090007781982,Success,processor_9,"['processor_2', 'processor_1', 'processor_12']",0.30107967230939997,0.06768250465393066,Success,processor_9,"['processor_2', 'processor_1', 'processor_12']",0.21277351855370247,0.06784272193908691,Success,processor_5,"['processor_2', 'processor_0', 'processor_3']","['processor_1', 'processor_4', 'processor_6']",0.11326561876884286,0.002315521240234375,FL,0.1029570407106966
Event 72,event_72,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,28.571968480054785,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[1, 22, 22, 1, 14, 14, 14]",0.3059249338788055,1.0127780437469482,Success,processor_36,"['processor_22', 'processor_1', 'processor_14']",0.1030113977820468,0.6421856880187988,Success,processor_22,"['processor_1', 'processor_14', 'processor_15']",0.3050539837741216,0.058569908142089844,Success,processor_22,"['processor_1', 'processor_14', 'processor_15']",0.21592727549201376,0.06325149536132812,Success,processor_5,"['processor_1', 'processor_0', 'processor_3']","['processor_2', 'processor_6', 'processor_4']",0.1275336534783784,0.001592874526977539,FL,0.1030113977820468
Event 73,event_73,100,7,3,3,0.0013604996,0.141028463840485,0.001,0.75,0.25,18.340628939898416,6.5,1,10000000000,0.000503909138323,0.0256633758544922,0.141028463840485,Success,"[5, 5, 5, 12, 4, 4, 4]",0.3012164206694793,0.773789644241333,Success,processor_44,"['processor_5', 'processor_12', 'processor_4']",0.10311058069995195,0.6690444946289062,Success,processor_5,"['processor_12', 'processor_4', 'processor_16']",0.29769906425886183,0.06814360618591309,Success,processor_5,"['processor_12', 'processor_4', 'processor_16']",0.2101988185516593,0.0658266544342041,Success,processor_0,"['processor_5', 'processor_3', 'processor_1']","['processor_4', 'processor_2', 'processor_6']",0.09585467901224835,0.0015726089477539062,FSL,0.09585467901224835
